# Block number	x	y	z	WCT (tonnes)	Moisture	DPT (tonnes)	RECOVERY	Pit name	SiO2	AL2O3	HAUL Distance (km)	"RESOURCE (0=LMB, 1=Mono Internal, 2 =Mono External"	Empty Haul (minutes)	Full Haul (minutes)			Starting row			
179	-10216	4713	25	13416	0.1300	8460	0.72	WTH2	0.09	0.54	3.03	2	7.6	8.3						
180	-10166	4713	25	11148	0.1300	6986	0.72	WTH2	0.09	0.54	3.09	2	6.0	9.2						
181	-10116	4713	25	10704	0.1301	6639	0.71	WTH2	0.09	0.54	3.14	2	6.6	8.9						
182	-10016	4713	25	10057	0.1300	6216	0.71	WTH2	0.09	0.53	3.26	2	6.6	8.1						
183	-9966	4713	25	10842	0.1300	6486	0.69	WTH2	0.09	0.53	3.31	2	8.1	7.1						
184	-9916	4713	25	10904	0.1300	6424	0.68	WTH2	0.09	0.53	3.37	2	6.4	8.2						
185	-9866	4713	25	11878	0.1300	6980	0.68	WTH2	0.09	0.53	3.26	2	7.8	8.1						
186	-9816	4713	25	14208	0.1300	8898	0.72	WTH2	0.09	0.53	3.31	2	7.5	8.4						
187	-9766	4713	25	14910	0.1300	10174	0.78	WTH2	0.09	0.54	3.34	2	8.8	10.0						
188	-9716	4713	25	19324	0.1300	12765	0.76	WTH2	0.10	0.54	3.38	2	7.5	9.8						
189	-9666	4713	25	18120	0.1300	10998	0.70	WTH2	0.08	0.55	3.43	2	6.8	10.0						
190	-9616	4713	25	17655	0.1300	11053	0.72	WTH2	0.09	0.55	3.49	2	6.6	10.4						
191	-9566	4713	25	17624	0.1300	10996	0.72	WTH2	0.08	0.56	3.52	2	8.8	8.4						
192	-9516	4713	25	17744	0.1301	10978	0.71	WTH2	0.07	0.57	3.56	1	8.7	7.4						
193	-9466	4713	25	16202	0.1300	10639	0.75	WTH2	0.08	0.57	3.64	1	9.9	8.8						
194	-9416	4713	25	12893	0.1300	8578	0.76	WTH2	0.10	0.55	3.68	1	7.4	10.7						
195	-9366	4713	25	14161	0.1301	9136	0.74	WTH2	0.09	0.56	3.72	1	8.8	11.1						
196	-9316	4713	25	11989	0.1300	7622	0.73	WTH2	0.08	0.56	3.78	1	8.4	7.9						
197	-9266	4713	25	7636	0.1300	4766	0.72	WTH2	0.09	0.55	3.83	1	7.4	8.0						
198	-9216	4713	25	7462	0.1300	4668	0.72	WTH2	0.08	0.55	4.07	1	11.0	11.5						
199	-10816	4663	25	18290	0.1300	11994	0.75	WTH2	0.07	0.57	2.39	1	4.7	5.4						
200	-10766	4663	25	13024	0.1300	8610	0.76	WTH2	0.06	0.57	2.45	1	5.5	6.1						
201	-10716	4663	25	10705	0.1300	6941	0.75	WTH2	0.07	0.57	2.48	1	4.9	6.0						
202	-10666	4663	25	12573	0.1301	8342	0.76	WTH2	0.08	0.56	2.53	1	6.7	5.6						
203	-10616	4663	25	17084	0.1300	12360	0.83	WTH2	0.10	0.55	3.20	1	8.2	7.6						
204	-10566	4663	25	21874	0.1300	16056	0.84	WTH2	0.10	0.55	3.14	1	7.9	7.3						
205	-10516	4663	25	21980	0.1300	14985	0.78	WTH2	0.08	0.57	3.09	1	7.5	8.7						
206	-10466	4663	25	1086	0.1296	767	0.81	WTH2	0.08	0.58	3.04	1	7.6	7.2						
207	-10416	4663	25	1089	0.1301	785	0.83	WTH2	0.08	0.57	3.00	1	5.7	6.5						
208	-10316	4663	25	922	0.1306	643	0.80	WTH2	0.08	0.56	2.98	1	5.8	8.0						
209	-10266	4663	25	644	0.1293	417	0.74	WTH2	0.08	0.55	3.01	1	7.0	7.7						
210	-10216	4663	25	1252	0.1296	788	0.72	WTH2	0.09	0.54	3.05	1	6.0	8.0						
211	-10166	4663	25	142	0.0000	104	0.73	WTH2	0.09	0.54	3.10	1	8.2	8.3						
212	-10116	4663	25	196	0.1338	121	0.71	WTH2	0.09	0.54	3.16	1	8.3	7.5						
213	-10066	4663	25	463	0.1288	289	0.72	WTH2	0.09	0.54	3.21	1	8.2	7.3						
214	-10016	4663	25	705	0.1307	436	0.71	WTH2	0.09	0.54	3.27	1	8.2	8.5						
215	-9966	4663	25	435	0.1307	264	0.70	WTH2	0.08	0.54	3.12	1	6.2	7.8						
216	-9916	4663	25	461	0.1302	284	0.71	WTH2	0.09	0.53	3.16	1	7.9	7.7						
217	-9866	4663	25	814	0.1300	499	0.70	WTH2	0.09	0.53	3.21	1	7.1	7.6						
218	-9816	4663	25	377	0.1278	242	0.74	WTH2	0.08	0.54	3.25	1	8.8	6.8						
219	-9766	4663	25	793	0.1306	538	0.78	WTH2	0.09	0.54	3.30	1	8.0	8.8						
220	-9716	4663	25	1430	0.1302	938	0.75	WTH2	0.08	0.54	3.32	1	7.7	8.1						
221	-9666	4663	25	3002	0.1301	1819	0.70	WTH2	0.08	0.55	3.39	1	7.2	10.1						
222	-9616	4663	25	3305	0.1303	2025	0.70	WTH2	0.09	0.55	3.43	1	6.5	9.4						
223	-9566	4663	25	2346	0.1303	1419	0.70	WTH2	0.09	0.56	3.47	1	6.6	10.1						
224	-9516	4663	25	1658	0.1304	1011	0.70	WTH2	0.07	0.57	3.53	1	7.3	10.0						
225	-9466	4663	25	2388	0.1302	1538	0.74	WTH2	0.07	0.57	3.58	1	7.9	9.6						
226	-9416	4663	25	949	0.1309	606	0.73	WTH2	0.08	0.57	3.65	1	7.2	10.3						
227	-9366	4663	25	230	0.1274	146	0.73	WTH2	0.07	0.57	3.68	1	9.0	8.4						
228	-9316	4663	25	1140	0.1305	717	0.72	WTH2	0.07	0.57	3.75	1	8.7	9.6						
229	-9266	4663	25	507	0.1307	311	0.71	WTH2	0.08	0.56	4.00	1	9.3	10.2						
230	-9216	4663	25	1066	0.1301	645	0.70	WTH2	0.08	0.55	4.01	1	10.3	10.0						
231	-10816	4613	25	20375	0.1300	13214	0.75	WTH2	0.09	0.56	2.34	1	5.1	6.6						
232	-10766	4613	25	22122	0.1300	14459	0.75	WTH2	0.07	0.56	2.39	1	4.7	5.6						
233	-10716	4613	25	20224	0.1300	13094	0.74	WTH2	0.07	0.57	2.43	1	6.4	5.5						
234	-10666	4613	25	20818	0.1300	13988	0.77	WTH2	0.09	0.56	2.47	1	5.5	5.4						
235	-10616	4613	25	22626	0.1300	16625	0.84	WTH2	0.09	0.56	3.22	1	6.1	8.9						
236	-10566	4613	25	23127	0.1300	17019	0.85	WTH2	0.08	0.56	3.17	1	6.7	6.9						
